,xmf,upp_noerr_1,low_noerr_1,med_noerr_1,upp_err_1,low_err_1,med_err_1,upp_noerr_2,low_noerr_2,med_noerr_2,upp_err_2,low_err_2,med_err_2,upp_noerr_3,low_noerr_3,med_noerr_3,upp_err_3,low_err_3,med_err_3,upp_noerr_4,low_noerr_4,med_noerr_4,upp_err_4,low_err_4,med_err_4
18,4.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,5.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,5.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,6.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,7.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,7.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,7.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,8.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,8.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,9.125,0.0,0.0,0.0,2.1600603908901308e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,9.375,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,9.625,5.400150977225442e-07,1.3500377443063606e-07,4.0501132329190813e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,9.875,0.0,0.0,0.0,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,10.125,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,10.375,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,10.625,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10.875,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,11.125,0.0,0.0,0.0,4.0501132329190813e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,11.375,4.0501132329190813e-07,1.1340317052173427e-07,2.700075488612721e-07,4.0501132329190813e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,11.625,4.0501132329190813e-07,0.0,2.700075488612721e-07,4.0501132329190813e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,11.875,2.700075488612721e-07,0.0,1.3500377443063606e-07,2.700075488612721e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,12.125,0.0,0.0,0.0,1.3500377443063606e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,12.375,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,12.625,2.700075488612721e-07,0.0,1.3500377443063606e-07,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,12.875,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,13.125,0.0,0.0,0.0,6.750188721531802e-07,2.700075488612721e-07,5.400150977225442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,13.375,0.0,0.0,0.0,4.185117007349717e-06,2.700075488612721e-06,3.5100981351965372e-06,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,13.625,1.6200452931676325e-06,8.100226465838163e-07,1.1475320826604063e-06,1.8787125249767312e-05,1.5930445382815055e-05,1.741548690155205e-05,2.700075488612721e-07,0.0,1.3500377443063606e-07,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,13.875,2.1778808891150205e-05,1.8878927816380147e-05,2.0115562390164772e-05,6.770169280147536e-05,6.262015073190623e-05,6.55443324860738e-05,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,14.125,8.12722722072429e-05,7.517550175395538e-05,7.836969105698423e-05,0.00021548762459520405,0.0002063559692927158,0.0002108083937734382,0.0,0.0,0.0,4.0501132329190813e-07,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,14.375,0.00028447455332925904,0.00027304783386145,0.0002787152923120481,0.0005751808808862362,0.0005599524551304606,0.0005652608035410731,2.700075488612721e-07,0.0,1.3500377443063606e-07,1.4850415187369966e-06,8.100226465838163e-07,1.1475320826604063e-06,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,14.625,0.0009546116889990275,0.000931866253082954,0.0009424613493002703,0.001261086457409503,0.001235667946759703,0.0012475023776262924,1.3500377443063605e-06,5.400150977225442e-07,9.450264210144524e-07,5.400150977225442e-06,4.050113232919082e-06,4.8601358795028975e-06,0.0,0.0,0.0,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,0.0,0.0,0.0,1.3500377443063606e-07,0.0,0.0
59,14.875,0.00214401654233684,0.002107840930940407,0.00212570193029758,0.002285970311075165,0.0022533533991727236,0.0022690759387429156,6.345177398239894e-06,4.725132105072262e-06,5.400150977225442e-06,2.0002159219643037e-05,1.7280483127121416e-05,1.876552464585841e-05,8.100226465838163e-07,2.700075488612721e-07,5.400150977225442e-07,2.565071714182085e-06,1.3500377443063605e-06,1.8900528420289047e-06,0.0,0.0,0.0,5.400150977225442e-07,1.3500377443063606e-07,2.700075488612721e-07
60,15.125,0.003413678439498177,0.00337389012709798,0.003394197394847836,0.003625569563542549,0.003579301069969681,0.0035978505885764507,2.189221206167194e-05,1.83389127186576e-05,2.0250566164595408e-05,6.48450129345231e-05,5.868344066950888e-05,6.1764226802016e-05,2.160060390890177e-06,1.0800301954450885e-06,1.6200452931676325e-06,7.695215142546255e-06,6.075169849378622e-06,6.885192495962439e-06,6.750188721531802e-07,1.3500377443063606e-07,4.0501132329190813e-07,1.3500377443063605e-06,6.750188721531802e-07,1.0800301954450885e-06
61,15.375,0.004960746092359585,0.004917949895865073,0.004942758189454447,0.005268624900024139,0.005216648446868344,0.005237943942247033,8.42855564525347e-05,7.803218162090763e-05,8.046224956065909e-05,0.00017431147339386005,0.00016529322126189355,0.00016976724634652483,8.775245337991344e-06,6.593584343192265e-06,7.695215142546255e-06,2.4030671848653217e-05,2.117399198170096e-05,2.2410626555485585e-05,2.160060390890177e-06,1.2150339698757244e-06,1.6200452931676325e-06,3.8017062879667107e-06,2.4300679397514488e-06,3.240090586335265e-06
62,15.625,0.00706022218943627,0.006990047227487225,0.007025933930806376,0.007206825488165986,0.007148763064858858,0.007181930792160976,0.0002977265238273703,0.00028204988554048484,0.00029113563955966666,0.00037237821093653476,0.0003595150513087838,0.00036714276456411475,3.269251401612282e-05,2.9160815277017387e-05,3.105086811904629e-05,6.322496764135547e-05,5.791661923074287e-05,6.0684196606570905e-05,4.185117007349717e-06,2.835079263043357e-06,3.5100981351965372e-06,9.720271759005795e-06,7.425207593684982e-06,8.50523778913007e-06
63,15.875,0.009391915578835603,0.009317177489310801,0.009353466503877757,0.0093443510490282,0.009278474607257028,0.00931148033002983,0.0006454746461567798,0.0006278593536690705,0.0006387028568313392,0.0006563397499229575,0.0006378280323730286,0.0006458580568761629,0.00011056809125869093,0.00010271627173780513,0.00010658547991298715,0.00013275191147313304,0.00012375525994507544,0.00012832108759631955,1.4175396315216785e-05,1.1745328375465335e-05,1.296036234534106e-05,2.121719318951876e-05,1.7955501999274594e-05,1.9643049179657544e-05
64,16.125,0.011480882982110606,0.011409465985436799,0.011443459935838434,0.011632092609623897,0.011567712009673414,0.011601279348147848,0.0009740954337248568,0.0009543200808462574,0.0009631844286753729,0.0009775623306522356,0.0009532616512547211,0.0009660870098256315,0.00021753428181557247,0.00020777080884874888,0.00021242843906660582,0.00022833458377002336,0.0002188195177481521,0.00022451127687814776,3.402095115652028e-05,2.99492373196923e-05,3.172588699119947e-05,4.216437883017625e-05,3.726104174285555e-05,3.9556105908176365e-05
65,16.375,0.01379735334590514,0.013698487381814098,0.013743789248362042,0.014258304833170126,0.01417326325558078,0.014221972617395355,0.0013064747263730827,0.0012832378767180818,0.0012944836911281538,0.0013127227010537328,0.0012855977426951294,0.001298803811909934,0.000340501119717973,0.0003284425825858286,0.000335146870024054,0.00034441622917646145,0.00033170427377607277,0.00033919698325697307,6.554163241058519e-05,5.9536664523910495e-05,6.257424944859981e-05,7.103358595442346e-05,6.43968004034134e-05,6.763689098974866e-05
66,16.625,0.016558407339352692,0.016454449032890124,0.01650893655625033,0.017824073124790882,0.017716523717928458,0.01777560946984577,0.0015970244495517206,0.0015681390419745418,0.0015832567646352842,0.0016980072728258362,0.0016686034507548439,0.001682552040729017,0.0004591694374425021,0.00044454582859617563,0.0004504400933878172,0.00047269141548947466,0.0004576627953198562,0.0004648854972518952,0.00010372609997054628,9.693271004119668e-05,0.00010044280817639322,0.00011020628114321682,0.00010327788743943657,0.00010665298180020248
67,16.875,0.020910993828808126,0.020799178302673693,0.020855855587255164,0.023453125701638957,0.023336471640228933,0.02338778387481453,0.002002959198660734,0.001974408600444143,0.0019893481181226377,0.002312749659771226,0.002276163636900524,0.0022920940822833387,0.0006039150842360528,0.0005873150201320617,0.0005944216188180906,0.0006253590837666151,0.0006062587497601687,0.000617439762358514,0.00015408250783317354,0.0001449940537385031,0.00014971918584357537,0.0001618695255423326,0.00015210605257550902,0.00015707689155004505
68,17.125,0.028445959491105215,0.02834658591282231,0.028397166426950494,0.03293551540994699,0.032828133407764866,0.032873081564423805,0.002693481904269529,0.002650939514870947,0.0026713196846589954,0.00361949439369317,0.0035677285464254874,0.0035917079168398566,0.0007477859065712931,0.00072862077075312,0.0007407657103009,0.000843816791399293,0.0008199913252877745,0.00083202826181601,0.00019888216034023582,0.0001885840724266669,0.00019352791064631677,0.00022862619192279355,0.0002189383210696511,0.00022329624290827203
69,17.375,0.04249791915528458,0.042323985692459126,0.04240117545052759,0.04867297019713796,0.048506726549304074,0.04857705811563146,0.004260908126315077,0.00420955809067264,0.004237363468054374,0.0068832106405537965,0.006828361307078118,0.006857516722204158,0.0009954044294809884,0.0009731558074548197,0.000985460051456428,0.001271141538529097,0.0012437303721687003,0.0012536450493628865,0.0002953882584542317,0.00028402634079814935,0.000289718099928145,0.00033651580829678065,0.0003264175259693691,0.000330691745467843
70,17.625,0.06401307107512273,0.06386182904670358,0.06393400746466517,0.07251945909641096,0.07233871604320322,0.07240900440832278,0.008718289945634547,0.008651787086350015,0.008681890227972559,0.015126465505174751,0.015030045809476393,0.01508032661522534,0.0014905280721298575,0.0014640511318885212,0.0014747137299930529,0.0023411652542133865,0.0023103303921334292,0.002326115033439859,0.00042278322015795706,0.00040922344105414395,0.0004160816327952203,0.0005486769398900138,0.0005319148712567061,0.0005399475958353289
71,17.875,0.10121422514364085,0.10103239666008669,0.1011147219617345,0.10067362682961277,0.10047226599997398,0.10055607634314052,0.020517965440534677,0.020427318506230974,0.020483717683037115,0.033433927744540994,0.03330512874358319,0.03337860319777932,0.002815028502464919,0.00278049993711654,0.0027973457080899943,0.005337800834042398,0.005290527912387766,0.005313141044604897,0.0006638135588754374,0.00064286637323478,0.0006510557021917424,0.0010799761939353162,0.0010532994481078225,0.0010675423463102547
72,18.125,0.15496976883918462,0.15472749646574238,0.1548248260868804,0.11806884156439632,0.11782142284707278,0.11794847759926494,0.04964532138209718,0.04950061893651144,0.04956137063500523,0.06418285722199768,0.06400275678675624,0.06408824927695218,0.0065591313799575664,0.006494156763399589,0.006519602274804276,0.013397628770419936,0.013317641734145274,0.013355653396873963,0.0012743006268507737,0.0012471972690960792,0.001260125230535557,0.0026529105699776337,0.0026118748227016977,0.002632776107059049
73,18.375,0.12385316468229254,0.1236125069539925,0.1237616051224737,0.11151475932560245,0.1112726327562366,0.11138486409399627,0.1256238957883287,0.12541206946609604,0.12552279686180856,0.09576682824551566,0.09558516176649082,0.09567481237293923,0.01794838460028661,0.01784554952522731,0.01790237801403614,0.030896845012873868,0.030788544985025614,0.030839317204513484,0.0030671507512896206,0.003027324637832583,0.0030510853021323745,0.0072993138739529265,0.007239220993878362,0.007265093117210249
74,18.625,0.08272934094391787,0.08253432529167733,0.08264222300827778,0.08732484242478183,0.0871099542169451,0.0872301237766413,0.13491529835702518,0.13464971353181426,0.13475928259514217,0.10739186285781233,0.10716243744354491,0.10728473196265063,0.054720356269738764,0.05455271938295275,0.054643250214010446,0.0563638976198083,0.0562022333000031,0.05628786619412446,0.009042920021630454,0.008976201156306833,0.009016227075350028,0.018400361036627448,0.018314930648167742,0.01835187308100294
75,18.875,0.054601801355184755,0.054417807411088724,0.05449670361686599,0.061327073780107634,0.061173650090693685,0.06124641982518729,0.0950102400928515,0.09480083303825665,0.09490927347003031,0.09424300284246025,0.09405743205427886,0.09416135255968458,0.10702518720630774,0.10684318591792231,0.10693216960572503,0.0759878248648555,0.0757755827309976,0.07585470574311591,0.03153648209582427,0.03142369994266492,0.03148510775950243,0.03617263591324479,0.0360253629957939,0.036103924392210565
76,19.125,0.036919925005926175,0.036769282394265496,0.03685771796674402,0.04169897221835506,0.04153104912356725,0.041608365785183676,0.06580092605990764,0.06560337773685879,0.0657263175740063,0.07092573413910631,0.07078097769201082,0.0708557184816111,0.08566796810194953,0.08548943371049147,0.08558280772103868,0.07696780646314552,0.07679777190932563,0.07688640458731483,0.0730277699077462,0.0728545384645478,0.07294355185318088,0.05183418617829988,0.05167988226427663,0.05176341719974333
77,19.375,0.02568262663394527,0.02557364078692291,0.025627293986957133,0.02854322161035602,0.028428203794692096,0.028486201416187497,0.04538629250832217,0.045270216263066716,0.04532468218582301,0.050198664052431514,0.05005039210704984,0.05011002597429134,0.061950953222506495,0.06179685991437136,0.06188579770089078,0.06343153961668728,0.0632704855139425,0.06335517878179382,0.06345183338405969,0.0632965682431625,0.0633735392951164,0.055273013120898995,0.05513015752694747,0.05519224306273263
78,19.625,0.01795707344320897,0.017864304249571212,0.017914865863170974,0.01991783586213366,0.01981281912607956,0.019871610569768612,0.03192065963664604,0.03181274301951716,0.031874593648734816,0.03515597648951743,0.035037912988702354,0.03510219638593525,0.043789889076132835,0.04361611221768572,0.04373136763999264,0.04675023564139489,0.04661186217275447,0.046678432533926215,0.04770749880452373,0.04754188697435419,0.04762055637379041,0.04736321757912171,0.04722944503911388,0.047285409503766355
79,19.875,0.012862976022617777,0.012783069988607771,0.012826168593557008,0.01424551187550508,0.014157878225446667,0.014199967002163161,0.022700134049525617,0.022594593498826723,0.022640537983340956,0.024812824316043574,0.024700182566809628,0.024757802177736623,0.029800684566459807,0.029677874332935745,0.02974106149952026,0.032914908433817905,0.03278766467634154,0.032849928417108945,0.03422526046859263,0.03409052130155988,0.03415818249322903,0.03554457675398955,0.03541935265297867,0.03549039973931054
80,20.125,0.00970116602484837,0.009634096149711231,0.00966613524545911,0.010551128188059748,0.010469213297886214,0.010514498963981227,0.01614016564616658,0.01605606909499825,0.01609818757254512,0.01769544152851337,0.01760705725746912,0.017646073348279577,0.02054032746573137,0.02044344335704897,0.020483245169826608,0.0228232952928632,0.022713699228780408,0.022773246693606274,0.022453260747450778,0.022358455696894607,0.022406036427154944,0.024745025420524504,0.02465138680257942,0.02469428290186701
81,20.375,0.0075785826817401395,0.007514185881336726,0.0075494110661611675,0.008181990151784333,0.00812323650915212,0.008152675432204465,0.011815805745869105,0.011740182031584041,0.011781914398336039,0.012789172159212037,0.012714434069687237,0.012757316668597384,0.014440019913553762,0.014354189913921742,0.014391942369403525,0.015865081955386717,0.015786644762442518,0.01583047508784917,0.01435283447602646,0.014263472777655332,0.014308982550015899,0.016489739019526294,0.01639680782135922,0.01644177217847109
82,20.625,0.006247591269930454,0.006200858363373544,0.00622340399370346,0.006715109340783746,0.00666196645501687,0.006687344464534341,0.008736499254729751,0.008665600672549758,0.008706393413031718,0.009382902726854613,0.009317479897765527,0.009351778956697374,0.010153380067832207,0.010078647378458384,0.010118937904899464,0.011068511253036739,0.010985516332667762,0.011030550891742335,0.009570093560329156,0.009492568992900107,0.00953106396914126,0.010780920812593622,0.010712349695484813,0.010746502950340275
83,20.875,0.0056392534620440535,0.005584657935664304,0.005618182072930919,0.005817355841423925,0.005756674344892842,0.00578929935702175,0.006521422125683601,0.006463991520040809,0.006490846470850551,0.0069633272804519135,0.006905632067411237,0.006933051333998099,0.007044783157792382,0.006987460555169134,0.007018238715663831,0.00765051809290776,0.007589928398943291,0.007617992983571931,0.006171416740245711,0.006110546238430426,0.00613416649880481,0.006993163114601084,0.006936898941569372,0.006958162036042197
84,21.125,0.005326622521519541,0.005267674473452147,0.005296873089786006,0.005099265365076395,0.005046208881725155,0.005071011775163552,0.004909158450074151,0.004852149056207581,0.004883559034366613,0.0051912731374263625,0.00513716902478554,0.005164029375746259,0.004708181031154751,0.004657122603665085,0.004684225961419779,0.005188735066467066,0.005132373690717763,0.0051626793380019536,0.0038728910781484966,0.0038253373486430496,0.00384814758637085,0.004456917406335428,0.00441215015473423,0.004434738986271964
85,21.375,0.004651166237137205,0.004599632596361543,0.004619829161016366,0.004167674519693279,0.004123447283189803,0.004147720961832431,0.003661977381431003,0.0036170751260553736,0.0036411192982814694,0.003835387029611666,0.0037965383434815066,0.003810211525755841,0.003014229271712811,0.0029737281393836202,0.002995328743292522,0.003425537171044164,0.0033787394626755285,0.003402162617539244,0.002350140305137535,0.0023150555242385015,0.002332055199514807,0.002787050320251914,0.0027513499221414766,0.0027686574060234843
86,21.625,0.002953072561895733,0.0029173451630304095,0.002934644546685951,0.0029632410461858483,0.0029247487700201857,0.0029436897995728036,0.002642644882969928,0.0026106921896376853,0.002624270869269919,0.002754546811519994,0.0027165027478854406,0.0027329489076865806,0.0018999945199779766,0.0018695592690703342,0.001884180177841172,0.0022262338409650972,0.002192175088751736,0.002206164179858239,0.0014461118303421782,0.001423323193218287,0.0014351576240848765,0.0017384652039472092,0.0017026460025152729,0.0017218381390883323
87,21.875,0.0013072631484157577,0.0012807592074195353,0.0012967112534062592,0.001760060407705134,0.0017320984259450605,0.0017460713165986313,0.0017420617044980413,0.001709352990028987,0.00172561824477239,0.0018630466869918002,0.0018349497014572963,0.0018465141247750246,0.001272135166308906,0.0012469650626040585,0.0012614077663926479,0.0014389134290895367,0.0014106166379688754,0.0014258423636491627,0.0009287989673278899,0.0009089156114297459,0.0009189031906621243,0.0010854303464223139,0.0010588346028594785,0.0010721999765281114
